Age,Attrition,Department,Education,Gender,JobLevel,JobSatisfaction,MonthlyIncome,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
36,No,Research & Development,4,Male,1,3,2741,7,3,7,7,7
30,No,Research & Development,4,Male,2,3,3491,10,2,10,7,9
44,No,Research & Development,4,Male,2,4,4541,20,3,20,11,17
20,No,Sales,3,Male,1,4,2678,2,3,2,1,2
46,No,Research & Development,4,Male,2,4,7379,12,2,6,3,4
42,No,Human Resources,5,Male,2,1,6272,10,4,4,3,3
60,No,Sales,4,Male,2,4,5220,12,3,11,7,9
32,No,Research & Development,3,Female,1,2,2743,2,3,2,2,2
32,No,Research & Development,2,Female,2,3,4998,10,3,8,7,7
36,No,Research & Development,3,Female,3,1,10252,17,3,7,7,7
33,No,Research & Development,3,Male,1,4,2781,15,3,14,10,10
40,No,Sales,3,Female,2,2,6852,7,4,5,1,3
25,No,Sales,4,Male,2,4,4950,5,3,4,3,1
30,No,Research & Development,3,Male,1,2,3579,12,3,11,9,7
42,No,Research & Development,5,Female,3,1,13191,20,3,1,0,0
35,No,Sales,2,Female,3,4,10377,16,2,13,2,12
27,No,Research & Development,3,Male,1,1,2235,9,2,9,7,8
54,No,Research & Development,4,Female,3,3,10502,33,1,5,4,4
44,No,Research & Development,1,Female,1,4,2011,10,3,10,5,7
19,Yes,Research & Development,3,Female,1,2,1859,1,4,1,1,0
29,No,Research & Development,3,Female,1,4,3760,3,3,3,2,2
54,No,Research & Development,3,Male,4,4,17779,36,3,10,9,9
31,No,Research & Development,2,Male,2,1,6833,6,2,6,5,1
31,No,Research & Development,3,Female,2,1,6812,10,3,10,9,8
59,No,Sales,3,Female,2,4,5171,13,3,6,1,5
43,No,Research & Development,3,Male,5,4,19740,25,3,8,7,7
49,No,Research & Development,2,Male,5,3,18711,23,4,1,0,0
36,No,Research & Development,3,Male,1,2,3692,12,2,11,10,7
48,No,Research & Development,2,Male,1,2,2559,7,2,1,0,0
27,No,Research & Development,2,Male,1,3,2517,5,3,5,3,3
29,No,Research & Development,3,Male,2,4,6623,6,3,6,0,0
48,No,Research & Development,3,Male,5,4,18265,25,4,1,0,0
29,No,Research & Development,3,Female,4,4,16124,9,2,7,7,7
34,No,Research & Development,3,Female,1,3,2585,2,2,1,0,0
44,No,Sales,3,Male,5,2,18213,26,3,22,9,10
33,No,Sales,5,Male,3,3,8380,10,3,9,8,8
19,No,Research & Development,3,Female,1,4,2994,1,3,1,0,1
23,No,Research & Development,2,Male,1,3,1223,1,3,1,0,1
25,Yes,Sales,1,Male,1,4,1118,1,3,1,0,0
26,No,Research & Development,2,Male,1,4,2875,8,2,8,5,2
45,Yes,Sales,3,Female,5,2,18824,26,3,24,10,11
55,No,Research & Development,1,Male,4,2,13577,34,3,33,9,0
21,Yes,Research & Development,2,Female,1,3,2625,2,1,2,2,2
46,No,Sales,2,Female,5,2,18789,26,3,11,4,8
34,No,Sales,3,Female,2,1,4538,4,3,3,2,2
51,No,Sales,3,Male,5,2,19847,31,2,29,10,10
59,No,Research & Development,4,Male,3,4,10512,25,2,9,7,4
34,No,Research & Development,3,Female,2,2,4444,15,4,11,8,10
28,No,Research & Development,4,Male,1,3,2154,5,2,4,2,2
44,No,Research & Development,2,Male,5,1,19190,26,2,25,9,13
34,No,Human Resources,3,Male,2,2,4490,14,4,10,9,8
35,No,Research & Development,1,Male,1,3,3506,4,3,3,2,2
42,No,Research & Development,4,Female,2,2,2372,18,3,1,0,0
43,No,Sales,4,Female,3,4,10231,23,4,21,7,17
36,No,Research & Development,4,Female,2,2,5410,18,3,16,14,12
44,Yes,Research & Development,3,Female,3,4,7978,10,3,10,7,5
28,No,Research & Development,3,Male,1,4,3867,2,3,2,2,2
51,No,Research & Development,2,Female,1,3,2838,8,2,7,0,7
30,No,Research & Development,2,Female,2,3,4695,10,3,8,4,7
29,Yes,Research & Development,3,Female,1,3,3339,10,3,7,7,7
28,No,Research & Development,3,Male,1,1,2080,5,2,3,2,2
25,No,Research & Development,3,Female,1,2,2096,2,2,2,2,1
32,No,Sales,3,Male,2,4,6209,10,4,10,7,8
45,No,Research & Development,3,Female,5,2,18061,22,3,0,0,0
39,No,Research & Development,4,Female,4,2,17123,21,3,19,9,2
58,No,Research & Development,4,Male,1,3,2372,2,3,2,2,2
32,Yes,Research & Development,2,Male,2,3,4883,10,3,10,4,1
39,Yes,Research & Development,3,Male,1,1,3904,6,3,5,2,3
30,No,Research & Development,3,Female,2,4,4627,10,3,9,2,7
36,No,Research & Development,4,Female,3,3,7094,10,3,7,7,7
46,No,Human Resources,2,Female,1,1,3423,10,4,7,6,7
28,No,Research & Development,3,Female,2,4,6674,10,3,9,8,5
50,No,Research & Development,3,Female,4,1,16880,25,3,3,2,2
40,Yes,Sales,4,Male,3,2,9094,9,3,5,4,0
52,Yes,Sales,3,Male,3,2,8446,10,2,8,7,7
30,No,Research & Development,4,Female,3,1,11916,9,3,9,1,8
39,No,Research & Development,2,Male,2,3,4534,9,3,8,7,7
31,No,Sales,4,Female,3,3,9852,10,2,10,8,6
41,No,Sales,2,Male,2,2,6151,19,3,19,2,9
31,Yes,Sales,3,Female,1,2,2302,3,4,3,2,2
44,Yes,Research & Development,3,Male,1,1,2362,10,4,3,2,2
42,No,Research & Development,1,Male,4,3,17861,21,2,20,8,10
55,No,Research & Development,2,Female,5,3,19187,23,3,19,9,11
56,No,Human Resources,4,Male,5,2,19717,36,3,7,3,7
40,No,Research & Development,2,Male,1,3,3544,6,3,4,2,0
34,No,Research & Development,3,Male,3,4,8500,10,2,9,7,6
40,No,Research & Development,3,Male,2,4,4661,9,3,9,8,8
41,No,Sales,3,Female,2,1,4103,10,3,9,3,7
35,No,Research & Development,4,Male,2,3,4249,9,3,9,6,1
51,No,Human Resources,3,Male,4,2,14026,33,3,33,9,10
38,No,Sales,2,Female,2,1,6893,11,3,7,7,7
34,No,Sales,2,Female,2,1,6125,10,4,10,8,6
25,No,Research & Development,1,Male,1,4,3669,7,2,3,2,2
58,Yes,Research & Development,4,Female,3,1,10008,31,2,10,9,9
40,No,Research & Development,4,Male,1,2,2387,7,3,4,2,3
36,No,Sales,3,Female,2,1,4639,17,2,15,7,13
48,No,Research & Development,3,Male,3,4,7898,11,3,10,9,8
27,No,Sales,3,Female,1,4,2534,5,3,1,0,0
51,No,Research & Development,2,Female,4,2,13142,29,2,5,2,3
18,No,Research & Development,3,Female,1,4,1611,0,4,0,0,0
35,No,Research & Development,3,Female,2,4,5363,10,3,9,7,0
27,No,Sales,1,Male,2,4,5071,8,3,6,2,0
55,Yes,Sales,4,Male,4,3,13695,24,2,19,7,8
56,No,Research & Development,3,Male,4,2,13402,33,3,19,16,9
34,No,Research & Development,1,Female,1,3,2029,5,3,5,4,0
40,No,Research & Development,1,Female,2,3,6377,15,3,12,11,8
34,No,Research & Development,3,Male,2,3,5429,10,3,8,7,7
31,Yes,Sales,3,Female,1,4,2785,3,4,1,0,0
35,Yes,Sales,4,Female,2,3,4614,5,2,4,2,2
38,No,Research & Development,3,Male,1,3,2610,4,3,4,2,3
34,No,Research & Development,4,Female,2,4,6687,14,4,14,11,11
28,No,Sales,3,Male,2,1,4724,5,3,5,3,4
31,Yes,Research & Development,4,Male,2,3,6179,10,2,10,2,7
39,No,Sales,4,Male,2,4,6120,8,4,5,4,4
51,No,Sales,3,Male,3,2,10596,14,3,4,2,2
41,No,Research & Development,3,Female,2,4,5467,12,2,6,2,3
37,No,Research & Development,1,Male,1,3,2996,8,3,6,4,3
33,No,Sales,1,Male,2,4,9998,8,4,5,4,2
32,No,Sales,1,Male,2,2,4078,4,2,3,2,2
39,No,Research & Development,2,Male,3,3,10920,13,3,6,4,5
25,No,Sales,1,Male,2,3,6232,6,2,3,2,2
52,No,Research & Development,2,Female,4,3,13247,24,2,5,3,2
43,No,Research & Development,3,Female,2,3,4081,20,1,20,7,8
27,No,Sales,3,Female,2,4,5769,6,3,6,2,4
27,Yes,Research & Development,4,Female,1,3,2394,8,3,8,2,7
26,No,Research & Development,1,Male,1,4,3904,5,3,4,3,1
42,No,Human Resources,3,Female,4,1,16799,21,3,20,7,9
52,No,Research & Development,4,Female,1,1,2950,12,1,5,4,4
37,No,Research & Development,3,Female,1,3,3629,8,3,3,2,2
35,No,Research & Development,2,Male,3,4,9362,10,3,2,2,2
25,No,Research & Development,3,Male,1,4,3229,7,2,3,2,2
26,No,Research & Development,3,Male,1,1,3578,8,3,7,7,7
29,No,Human Resources,3,Male,3,1,7988,10,2,10,9,9
49,Yes,Research & Development,2,Male,2,1,4284,20,3,4,3,3
29,Yes,Research & Development,1,Female,3,4,7553,9,3,8,7,7
54,No,Research & Development,3,Female,4,4,17328,29,2,20,7,7
58,No,Research & Development,3,Female,5,1,19701,32,3,9,8,5
55,No,Research & Development,4,Male,4,4,14732,31,4,7,7,0
36,No,Sales,4,Female,2,2,9278,15,3,5,4,1
31,Yes,Sales,4,Female,1,3,1359,1,3,1,0,0
30,No,Sales,4,Female,2,1,4779,8,3,3,2,2
31,No,Research & Development,5,Female,4,2,16422,9,4,3,2,0
34,No,Research & Development,4,Male,1,1,2996,10,3,4,3,3
31,Yes,Research & Development,3,Female,1,2,1261,1,4,1,0,0
27,No,Research & Development,1,Male,1,1,2099,6,4,5,0,4
36,No,Research & Development,4,Male,2,4,5810,10,2,10,4,8
36,No,Sales,4,Female,2,1,5647,11,2,3,2,2
47,No,Research & Development,3,Male,1,4,3420,17,2,6,5,2
25,Yes,Sales,2,Male,1,1,4400,6,3,3,2,2
37,No,Research & Development,2,Male,1,3,3500,7,1,6,5,3
56,No,Research & Development,2,Female,1,1,2066,5,4,3,2,0
47,No,Research & Development,4,Female,4,3,17169,26,4,20,17,6
24,No,Sales,1,Female,2,3,4162,5,3,5,4,3
32,No,Sales,5,Male,2,4,9204,7,2,4,3,3
34,No,Research & Development,3,Female,1,2,3294,7,2,5,4,2
41,No,Research & Development,5,Male,1,3,2127,7,2,4,2,3
40,No,Research & Development,4,Male,2,3,3975,11,4,8,7,7
31,No,Sales,2,Male,3,4,10793,13,3,13,7,9
46,Yes,Sales,3,Male,3,4,10096,28,4,7,7,3
39,Yes,Research & Development,3,Female,1,1,3646,11,4,1,0,0
31,Yes,Research & Development,5,Female,3,2,7446,10,3,10,8,7
45,No,Research & Development,3,Male,3,1,10851,24,3,7,7,7
31,No,Human Resources,2,Female,1,2,2109,8,3,3,2,2
31,Yes,Research & Development,3,Male,1,4,3722,7,1,2,2,2
45,No,Research & Development,3,Male,3,4,9380,10,4,3,1,2
48,No,Sales,3,Male,2,1,5486,15,3,2,2,2
34,Yes,Human Resources,4,Female,1,3,2742,2,3,2,2,2
40,No,Research & Development,1,Male,3,2,13757,16,3,9,8,8
28,No,Sales,3,Male,2,1,8463,6,3,5,4,3
44,No,Research & Development,3,Male,1,3,3162,7,3,5,2,3
53,No,Research & Development,3,Male,4,2,16598,35,2,9,8,8
49,No,Research & Development,4,Male,2,3,6651,20,2,3,2,2
40,No,Research & Development,3,Male,1,3,2345,8,4,3,1,2
44,No,Research & Development,3,Male,1,2,3420,6,2,5,2,3
33,No,Sales,3,Male,2,1,4373,5,3,4,3,3
34,No,Sales,3,Male,2,1,4759,15,3,13,9,12
30,No,Sales,1,Male,2,3,5301,4,2,2,1,2
42,No,Research & Development,2,Female,1,4,3673,12,3,12,9,8
44,No,Sales,5,Female,2,3,4768,11,2,1,0,0
30,No,Research & Development,3,Male,1,3,1274,1,2,1,0,0
57,No,Research & Development,2,Male,2,3,4900,13,2,12,9,8
49,No,Research & Development,4,Male,3,2,10466,29,3,8,7,7
34,No,Research & Development,3,Male,4,1,17007,16,2,14,8,9
28,Yes,Sales,3,Male,1,3,2909,5,4,3,2,2
29,Yes,Sales,3,Female,2,2,5765,7,1,5,3,0
34,Yes,Sales,4,Female,2,2,4599,16,4,15,9,10
35,No,Sales,1,Male,1,3,2404,1,3,1,0,0
24,Yes,Research & Development,3,Male,1,1,3172,4,2,0,0,0
24,No,Sales,2,Female,1,2,2033,1,3,1,0,0
44,No,Research & Development,1,Male,3,3,10209,16,2,2,2,2
29,No,Sales,3,Male,2,3,8620,10,3,10,7,4
30,No,Human Resources,3,Male,1,3,2064,6,4,5,3,3
55,No,Research & Development,4,Male,2,3,4035,4,3,3,2,2
33,No,Research & Development,4,Female,1,2,3838,8,3,5,4,2
47,No,Sales,3,Female,2,3,4591,11,2,5,4,2
28,Yes,Research & Development,2,Male,1,1,2561,8,2,0,0,0
28,No,Research & Development,3,Male,1,3,1563,1,1,1,0,0
28,No,Sales,3,Male,2,1,4898,5,3,4,2,3
49,No,Research & Development,2,Female,2,1,4789,10,3,3,2,2
29,No,Research & Development,1,Female,1,2,3180,4,3,3,2,2
28,No,Research & Development,1,Male,2,2,6549,8,2,8,6,7
33,No,Research & Development,5,Male,2,3,6388,14,3,0,0,0
32,No,Research & Development,3,Male,3,4,11244,10,4,5,2,0
54,No,Research & Development,4,Female,4,4,16032,26,3,14,9,12
29,Yes,Research & Development,4,Male,1,1,2362,11,1,9,7,7
44,No,Research & Development,3,Male,4,1,16328,24,4,20,6,17
39,No,Research & Development,3,Female,3,2,8376,9,3,2,0,2
46,No,Sales,3,Female,4,2,16606,23,4,13,12,1
35,No,Research & Development,3,Female,3,2,8606,11,1,11,8,3
23,No,Research & Development,1,Male,2,3,2272,5,3,4,3,2
40,Yes,Research & Development,4,Male,1,1,2018,15,1,5,4,0
34,No,Sales,3,Male,3,3,7083,10,3,10,9,6
31,Yes,Research & Development,3,Female,1,3,4084,7,1,7,2,7
50,No,Research & Development,5,Male,4,4,14411,32,3,32,6,9
34,No,Sales,2,Male,1,3,2308,12,3,11,10,7
42,No,Research & Development,3,Male,1,2,4841,4,3,1,0,0
37,No,Research & Development,3,Male,2,4,4285,10,3,10,8,7
29,No,Research & Development,1,Female,2,1,9715,9,3,7,7,7
33,No,Research & Development,3,Male,2,2,4320,5,3,5,3,2
45,No,Research & Development,3,Male,1,4,2132,8,3,5,4,3
42,No,Research & Development,3,Male,3,4,10124,24,1,20,8,9
40,No,Sales,2,Male,2,1,5473,9,4,8,4,1
33,No,Research & Development,4,Male,2,3,5207,15,3,15,14,7
40,No,Human Resources,2,Male,4,4,16437,21,3,21,7,7
24,No,Research & Development,2,Male,1,1,2296,2,3,1,1,0
40,No,Research & Development,2,Male,2,4,4069,8,3,2,2,2
45,No,Research & Development,4,Male,3,2,7441,10,3,10,8,7
35,No,Sales,4,Female,1,3,2430,6,3,5,3,2
32,No,Research & Development,2,Female,2,2,5878,12,3,7,1,5
36,No,Sales,4,Male,1,4,2644,7,2,3,2,2
48,No,Sales,4,Female,2,3,6439,18,3,8,7,7
29,No,Research & Development,3,Male,1,3,2451,5,2,1,0,0
33,No,Sales,4,Male,2,1,6392,8,1,2,2,2
30,Yes,Sales,3,Male,2,1,9714,10,3,10,8,7
38,No,Human Resources,4,Male,2,3,6077,10,3,6,3,2
35,No,Research & Development,3,Male,1,1,2450,3,3,3,0,2
30,No,Sales,4,Male,3,2,9250,9,3,4,2,3
35,Yes,Research & Development,3,Female,1,1,2074,1,3,1,0,0
53,Yes,Research & Development,5,Female,3,4,10169,34,3,33,7,9
38,Yes,Research & Development,3,Male,2,2,4855,7,3,5,2,4
32,No,Research & Development,4,Male,2,1,4087,9,2,6,5,2
48,No,Research & Development,4,Female,1,1,2367,10,2,8,2,6
34,No,Research & Development,4,Male,1,4,2972,1,1,1,0,0
55,No,Sales,5,Male,5,4,19586,36,3,36,6,13
34,No,Research & Development,4,Male,2,4,5484,9,2,2,2,1
26,No,Research & Development,3,Female,1,4,2061,1,3,1,0,0
38,No,Sales,3,Male,2,2,9924,10,3,9,8,7
38,No,Sales,3,Female,2,2,4198,8,4,3,2,2
36,No,Sales,4,Female,2,3,6815,15,3,1,0,0
29,No,Research & Development,1,Male,1,1,4723,10,3,10,9,5
35,No,Research & Development,4,Female,2,3,6142,10,3,5,2,4
39,No,Sales,3,Male,3,3,8237,11,3,7,6,6
29,No,Research & Development,1,Male,2,4,8853,6,4,6,4,3
50,No,Sales,3,Male,5,3,19331,27,3,1,0,0
23,No,Research & Development,3,Male,1,3,2073,4,3,2,2,2
36,No,Research & Development,4,Male,2,1,5562,9,3,3,2,2
42,No,Research & Development,2,Male,5,4,19613,24,3,1,0,1
35,No,Research & Development,3,Male,2,3,3407,10,2,10,9,8
34,No,Research & Development,4,Male,2,3,5063,8,2,8,2,7
40,No,Sales,2,Female,2,1,4639,5,3,5,4,2
43,No,Research & Development,3,Male,1,2,4876,8,3,6,4,2
35,No,Research & Development,2,Male,1,4,2690,1,2,1,0,1
46,No,Sales,4,Male,4,1,17567,27,1,26,0,12
28,Yes,Research & Development,3,Male,1,2,2408,1,3,1,1,0
22,No,Research & Development,2,Female,1,3,2814,4,2,4,2,3
50,No,Research & Development,5,Male,4,3,11245,32,3,30,8,13
32,No,Research & Development,4,Female,1,4,3312,6,3,3,2,2
44,No,Research & Development,3,Female,5,4,19049,23,2,22,7,10
30,No,Research & Development,3,Male,1,2,2141,6,2,6,4,1
45,No,Research & Development,5,Female,2,1,5769,10,3,10,7,4
45,No,Sales,3,Male,2,1,4385,10,3,10,7,5
31,No,Sales,4,Male,2,1,5332,10,3,5,2,3
36,No,Research & Development,4,Female,2,3,4663,7,3,3,2,1
34,No,Research & Development,4,Male,2,4,4724,9,3,9,7,2
49,No,Research & Development,4,Female,1,1,3211,10,2,9,6,4
39,No,Research & Development,5,Male,2,1,5377,10,3,7,7,7
27,No,Research & Development,3,Male,1,1,4066,7,3,7,7,7
35,No,Research & Development,5,Male,2,1,5208,16,3,16,15,10
28,No,Research & Development,3,Female,2,1,4877,6,2,5,3,0
21,No,Research & Development,1,Male,1,4,3117,3,3,2,2,2
18,Yes,Sales,2,Female,1,4,1569,0,4,0,0,0
47,No,Human Resources,4,Female,5,3,19658,27,3,5,2,0
39,No,Research & Development,2,Male,2,3,3069,11,3,10,8,7
40,No,Research & Development,3,Female,3,3,10435,18,3,18,15,12
35,No,Research & Development,4,Female,2,3,4148,15,3,14,11,9
37,No,Research & Development,3,Male,2,3,5768,9,2,4,3,2
39,No,Research & Development,3,Female,2,3,5042,10,1,9,2,8
45,No,Research & Development,2,Female,2,4,5770,10,3,10,7,9
38,No,Research & Development,2,Female,3,3,7756,10,4,5,4,2
35,Yes,Sales,3,Male,3,1,10306,15,3,13,12,0
37,No,Research & Development,3,Female,1,2,3936,8,1,8,4,7
40,No,Research & Development,3,Female,3,4,7945,18,2,4,2,3
44,No,Human Resources,5,Male,2,4,5743,14,3,10,7,2
48,No,Research & Development,5,Male,4,4,15202,23,3,2,2,2
35,Yes,Sales,2,Male,2,4,5440,7,2,2,2,2
24,No,Research & Development,1,Female,1,4,3760,6,3,6,3,3
27,No,Research & Development,3,Female,1,3,3517,5,3,3,2,2
27,No,Research & Development,3,Male,1,4,2580,6,2,4,2,2
40,Yes,Research & Development,3,Male,1,1,2166,10,1,4,2,3
29,No,Sales,3,Male,2,3,5869,8,3,5,2,4
36,No,Research & Development,4,Female,3,1,8008,9,3,3,2,2
25,No,Research & Development,1,Male,2,3,5206,7,3,7,7,7
39,No,Research & Development,3,Male,2,2,5295,7,3,5,4,0
49,No,Research & Development,4,Female,4,2,16413,27,3,4,2,2
50,No,Research & Development,5,Female,3,1,13269,19,3,14,11,11
20,No,Sales,3,Female,1,3,2783,2,3,2,2,2
34,No,Research & Development,3,Female,2,2,5433,11,3,11,8,9
36,No,Research & Development,3,Male,1,2,2013,15,3,4,3,3
49,No,Research & Development,1,Female,4,3,13966,30,3,15,11,12
36,No,Research & Development,4,Female,2,3,4374,4,3,3,2,2
36,No,Research & Development,2,Male,2,1,6842,13,3,5,4,4
54,No,Research & Development,5,Female,4,3,17426,36,3,10,8,7
43,No,Research & Development,2,Male,4,3,17603,14,3,14,10,11
35,Yes,Sales,4,Male,2,4,4581,13,4,11,9,7
38,No,Research & Development,3,Male,2,4,4735,19,4,13,11,9
29,No,Sales,3,Male,2,2,4187,10,2,10,0,9
33,No,Sales,4,Male,2,4,5505,6,3,6,2,4
32,No,Research & Development,3,Male,2,2,5470,10,2,9,5,6
31,No,Sales,4,Female,2,4,5476,10,3,10,0,2
49,No,Research & Development,3,Female,1,1,2587,17,2,2,2,2
38,No,Research & Development,3,Female,1,2,2440,4,3,4,3,3
47,No,Sales,4,Female,4,2,15972,29,3,3,2,2
49,No,Research & Development,3,Male,4,3,15379,23,3,8,7,0
41,No,Sales,2,Male,3,3,7082,21,3,2,0,2
20,No,Sales,1,Male,1,1,2728,2,3,2,2,2
33,No,Sales,3,Female,2,4,5368,7,3,6,5,2
36,No,Research & Development,4,Male,2,3,5347,10,2,3,2,2
44,No,Human Resources,3,Female,1,4,3195,8,3,2,2,2
23,Yes,Research & Development,1,Male,1,3,3989,5,3,5,4,2
38,No,Research & Development,2,Female,1,3,3306,7,2,0,0,0
53,No,Research & Development,4,Male,3,4,7005,11,3,4,3,2
48,Yes,Sales,2,Female,1,3,2655,19,3,9,7,7
32,Yes,Research & Development,4,Male,1,2,1393,1,3,1,0,0
26,No,Research & Development,3,Male,1,4,2570,7,3,7,7,7
55,No,Research & Development,3,Male,1,2,3537,8,3,4,2,2
34,No,Research & Development,2,Male,2,4,3986,15,4,15,10,13
60,No,Research & Development,4,Male,3,4,10883,19,4,1,0,0
33,No,Research & Development,3,Male,1,2,2028,14,3,14,11,13
37,No,Sales,4,Male,2,4,9525,6,2,6,3,3
34,No,Research & Development,3,Female,1,4,2929,10,3,10,9,7
23,Yes,Sales,3,Male,1,4,2275,3,3,3,2,2
44,No,Research & Development,3,Female,3,4,7879,9,3,8,7,7
35,No,Research & Development,4,Male,1,4,4930,6,4,5,4,4
43,No,Sales,3,Male,2,4,7847,10,3,10,9,8
24,No,Research & Development,3,Male,1,3,4401,5,3,5,3,4
41,No,Sales,3,Male,3,3,9241,10,3,10,8,7
29,No,Research & Development,4,Female,1,3,2974,9,3,5,3,2
36,No,Sales,4,Female,2,4,4502,17,2,13,7,7
45,No,Research & Development,1,Male,3,3,10748,25,2,23,15,4
24,Yes,Human Resources,1,Male,1,3,1555,1,3,1,0,0
47,Yes,Sales,3,Male,4,3,12936,25,1,23,5,10
26,No,Research & Development,4,Male,1,3,2305,3,4,3,2,2
45,No,Research & Development,2,Female,4,2,16704,21,3,21,6,6
32,No,Research & Development,3,Male,1,3,3433,10,2,5,2,3
31,No,Research & Development,4,Male,1,3,3477,6,4,5,2,3
41,No,Human Resources,3,Male,2,2,6430,10,3,3,2,2
40,No,Research & Development,2,Female,2,1,6516,18,3,1,0,0
24,No,Research & Development,1,Male,1,1,3907,6,4,6,2,2
46,No,Research & Development,4,Male,2,2,5562,19,3,10,7,9
35,No,Research & Development,4,Male,2,3,6883,17,3,7,7,7
30,No,Research & Development,1,Male,1,4,2862,10,2,10,0,8
47,No,Sales,4,Male,2,2,4978,4,1,1,0,0
46,No,Sales,3,Male,3,4,10368,13,2,10,6,3
36,Yes,Sales,5,Male,2,1,6134,16,3,2,2,2
32,Yes,Sales,2,Male,2,2,6735,10,3,0,0,0
23,No,Research & Development,1,Female,1,2,3295,3,1,3,2,2
31,No,Research & Development,1,Female,2,4,5238,9,2,5,4,4
39,No,Research & Development,3,Male,2,4,6472,9,3,9,8,8
32,No,Sales,3,Male,3,3,9610,10,1,4,3,2
40,No,Sales,4,Male,5,2,19833,21,2,21,8,8
45,No,Human Resources,3,Female,3,3,9756,9,4,5,0,3
30,No,Research & Development,4,Female,1,1,4968,10,3,9,7,7
24,No,Human Resources,3,Male,1,4,2145,3,3,2,2,1
30,Yes,Human Resources,3,Female,1,4,2180,6,2,4,2,2
31,No,Sales,3,Male,2,3,8346,6,3,5,2,2
27,No,Research & Development,3,Female,1,4,3445,6,2,6,2,4
29,Yes,Sales,3,Female,1,2,2760,2,3,2,2,2
29,No,Research & Development,3,Male,2,3,6294,10,4,3,2,2
30,No,Sales,2,Male,3,1,7140,12,3,7,7,7
34,No,Research & Development,4,Male,1,4,2932,6,3,5,0,2
33,No,Sales,3,Female,2,2,5147,13,2,11,7,7
49,No,Sales,4,Female,2,4,4507,8,4,5,1,4
33,Yes,Sales,3,Female,3,1,8564,11,2,0,0,0
38,No,Research & Development,2,Female,1,2,2468,9,2,6,1,5
31,Yes,Sales,4,Male,3,3,8161,10,3,1,0,0
29,No,Research & Development,3,Female,1,1,2109,1,3,1,0,0
30,No,Research & Development,3,Male,2,3,5294,10,3,7,0,7
32,No,Research & Development,4,Male,1,2,2718,12,3,7,7,7
38,No,Research & Development,3,Male,2,4,5811,15,3,1,0,0
43,Yes,Research & Development,3,Male,1,3,2437,6,3,1,0,0
42,No,Research & Development,3,Male,1,2,2766,7,2,5,3,4
55,No,Research & Development,3,Male,5,1,19038,34,3,1,0,0
33,No,Research & Development,3,Male,2,2,3055,11,2,9,8,7
41,No,Research & Development,4,Male,1,1,2289,5,3,5,3,4
34,No,Sales,3,Male,2,3,4001,15,3,15,14,7
53,No,Research & Development,4,Female,4,3,12965,27,2,3,2,2
43,No,Human Resources,3,Male,1,4,3539,10,3,9,7,8
34,No,Sales,2,Female,2,4,6029,6,3,2,2,2
21,Yes,Sales,1,Male,1,2,2679,1,3,1,0,0
38,No,Research & Development,2,Female,1,3,3702,5,3,5,4,4
22,Yes,Research & Development,1,Female,1,1,2398,1,3,1,0,0
31,No,Sales,4,Female,2,4,5468,13,3,12,7,7
51,No,Research & Development,3,Female,3,3,13116,15,3,2,2,2
37,No,Sales,2,Male,2,2,4189,5,3,5,2,3
46,No,Research & Development,4,Male,5,4,19328,24,3,2,1,2
36,No,Research & Development,3,Male,3,1,8321,15,3,12,8,7
44,Yes,Research & Development,2,Male,1,2,2342,6,2,5,3,3
37,No,Human Resources,2,Male,2,2,4071,19,2,10,0,7
35,Yes,Sales,3,Male,2,4,5813,10,3,10,7,7
33,No,Research & Development,4,Male,1,1,3143,14,3,10,8,6
28,No,Research & Development,3,Male,1,4,2044,5,4,5,3,3
39,No,Research & Development,1,Male,3,3,13464,9,3,4,3,2
46,No,Sales,2,Male,2,2,7991,6,3,2,2,2
40,No,Research & Development,2,Female,1,1,3377,7,2,4,3,2
42,No,Research & Development,3,Male,2,1,5538,10,2,0,0,0
35,No,Research & Development,2,Male,2,4,5762,15,3,7,7,7
38,No,Human Resources,3,Male,1,2,2592,13,3,11,10,8
34,Yes,Research & Development,4,Male,2,1,5346,11,2,7,1,7
37,Yes,Research & Development,4,Male,2,1,4213,10,1,10,3,8
39,No,Sales,3,Male,2,4,4127,7,3,2,1,2
43,No,Research & Development,3,Male,1,3,2438,7,2,3,2,2
41,No,Research & Development,3,Male,2,2,6870,11,1,3,2,2
41,No,Sales,1,Female,3,3,10447,23,4,22,14,5
30,No,Research & Development,3,Female,3,3,9667,9,3,7,7,2
26,Yes,Human Resources,2,Female,1,2,2148,6,3,5,1,4
46,Yes,Research & Development,2,Female,2,2,8926,13,4,9,7,7
40,No,Research & Development,3,Female,2,4,6513,12,3,5,3,3
34,No,Sales,2,Male,2,3,6799,10,3,10,8,8
58,No,Sales,3,Male,4,2,16291,37,2,16,9,14
35,No,Research & Development,4,Male,1,3,2705,6,4,5,4,3
47,No,Research & Development,3,Female,3,2,10333,28,3,22,11,10
40,No,Research & Development,3,Female,2,1,4448,15,3,7,4,7
54,No,Research & Development,4,Female,2,4,6854,14,2,7,1,7
31,No,Sales,4,Female,3,1,9637,9,3,3,2,2
28,No,Research & Development,3,Female,1,1,3591,3,3,3,2,2
38,No,Sales,4,Female,2,4,5405,20,2,4,2,3
26,No,Sales,3,Male,2,4,4684,5,3,5,3,2
58,No,Research & Development,4,Male,4,3,15787,23,3,2,2,2
